	Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species
ASV_10913	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	NA	NA	NA
ASV_10914	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_10915	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spongodiscidae-Coccodiscidae	NA	NA
ASV_10916	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	NA	NA	NA
ASV_10917	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	NA	NA	NA
ASV_10918	Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3F	MAST-3F_X	MAST-3F_XX	MAST-3F_XX_sp.
ASV_10919	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_10920	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Takayama	Takayama_pulchellum
ASV_10921	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spongodiscidae-Coccodiscidae	NA	NA
ASV_10922	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	NA	NA	NA
ASV_10923	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_10924	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	NA	NA	NA
ASV_10925	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Tintinnida_X	Tintinnida_XX	Tintinnida_XX_sp.
ASV_10926	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_10927	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
ASV_10928	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spumellarida-Group-I	NA	NA
ASV_10929	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Nassellaria	Acanthodesmoidea	Ceratospyris	Ceratospyris_sp.
ASV_10930	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-55	Dino-Group-II-Clade-55_X	Dino-Group-II-Clade-55_X_sp.
ASV_10931	Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	NA	NA
ASV_10932	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
ASV_10933	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-14	Dino-Group-II-Clade-14_X	Dino-Group-II-Clade-14_X_sp.
ASV_10934	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spumellarida-Group-I	Arachnosphaera	Arachnosphaera_myriacantha
ASV_10935	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	NA	NA	NA	NA
ASV_10936	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_10937	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_10938	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_10939	Eukaryota	Rhizaria	Radiolaria	Acantharea	Chaunacanthida	Chaunacanthida_X	Heteracon	Heteracon_sp.
ASV_10940	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_10941	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spumellarida-Group-I	NA	NA
ASV_10942	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spumellarida-Group-I	Arachnosphaera	Arachnosphaera_myriacantha
ASV_10943	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spumellarida-Group-I	NA	NA
ASV_10944	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	NA	NA	NA	NA
ASV_10945	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II_X	Dino-Group-II_XX	Dino-Group-II_XX_sp.
ASV_10946	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-III	Dino-Group-III_X	Dino-Group-III_XX	Dino-Group-III_XX_sp.
ASV_10947	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
ASV_10948	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_10949	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spumellarida-Group-I	Arachnosphaera	Arachnosphaera_myriacantha
ASV_10950	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_10951	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_setoense
ASV_10952	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
ASV_10953	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spongodiscidae-Coccodiscidae	Spongodiscus	Spongodiscus_sp.
ASV_10954	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_10955	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_10956	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Syndiniales_X	Syndiniales_XX	Syndiniales_XXX	Syndiniales_XXX_sp.
ASV_10957	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_10958	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_10959	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	NA	NA	NA
ASV_10960	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	NA	NA
ASV_10961	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X	Dino-Group-I-Clade-1_X_sp.
ASV_10962	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_10963	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_10964	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	TIN_03	TIN_03_X	TIN_03_X_sp.
ASV_10965	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_10966	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spongodiscidae-Coccodiscidae	NA	NA
ASV_10967	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_10968	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_setoense
ASV_10969	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_10970	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-2	Dino-Group-I-Clade-2_X	Dino-Group-I-Clade-2_X_sp.
ASV_10971	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spongodiscidae-Coccodiscidae	NA	NA
ASV_10972	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_10973	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_10974	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	NA	NA	NA
ASV_10975	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spongodiscidae-Coccodiscidae	NA	NA
ASV_10976	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	NA	NA	NA	NA
ASV_10977	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Lucicutia	Lucicutia_flavicornis
ASV_10978	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_10979	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_10980	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_10981	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
ASV_10982	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spumellarida_X	Spumellarida_XX	Spumellarida_XX_sp.
ASV_10983	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	NA	NA	NA
ASV_10984	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_10985	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_10986	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spumellarida-Group-I	Arachnosphaera	Arachnosphaera_myriacantha
ASV_10987	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA
ASV_10988	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-2	Dino-Group-I-Clade-2_X	Dino-Group-I-Clade-2_X_sp.
ASV_10989	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spongodiscidae-Coccodiscidae	NA	NA
ASV_10990	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spumellarida-Group-I	NA	NA
ASV_10991	Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Cyrtophoria_1	PHYLL_4	PHYLL_4_X	PHYLL_4_X_sp.
ASV_10992	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_10993	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	NA	NA	NA
ASV_10994	Eukaryota	Rhizaria	Radiolaria	Acantharea	NA	NA	NA	NA
ASV_10995	Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	NA	NA
ASV_10996	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_10997	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_10998	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_10999	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-3	Dino-Group-I-Clade-3_X	Dino-Group-I-Clade-3_X_sp.
ASV_11000	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
ASV_11001	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_11002	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Paraphysomonas	Paraphysomonas_imperforata
ASV_11003	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Syndiniales_X	Syndiniales_XX	Syndiniales_XXX	Syndiniales_XXX_sp.
ASV_11004	Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Tiaropsis	Tiaropsis_multicirrata
ASV_11005	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_setoense
ASV_11006	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_11007	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastigaceae-B	Dolichomastigaceae-B_sp.
ASV_11008	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_11009	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-7	Dino-Group-I-Clade-7_X	Dino-Group-I-Clade-7_X_sp.
ASV_11010	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Takayama	Takayama_pulchellum
ASV_11011	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_11012	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_setoense
ASV_11013	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-2	Dino-Group-I-Clade-2_X	Dino-Group-I-Clade-2_X_sp.
ASV_11014	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spumellarida-Group-I	Arachnosphaera	Arachnosphaera_myriacantha
ASV_11015	Eukaryota	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV_11016	Eukaryota	Rhizaria	Radiolaria	Acantharea	Chaunacanthida	Chaunacanthida_X	Heteracon	Heteracon_sp.
ASV_11017	Eukaryota	Hacrobia	Haptophyta	Haptophyta_Clade_HAP4	Haptophyta_Clade_HAP4_X	Haptophyta_Clade_HAP4_XX	Haptophyta_Clade_HAP4_XXX	Haptophyta_Clade_HAP4_XXX_sp.
ASV_11018	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
ASV_11019	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spumellarida-Group-I	Arachnosphaera	Arachnosphaera_myriacantha
ASV_11020	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_11021	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_11022	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
ASV_11023	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-2	Dino-Group-I-Clade-2_X	Dino-Group-I-Clade-2_X_sp.
ASV_11024	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X	Dino-Group-I-Clade-1_X_sp.
ASV_11025	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
ASV_11026	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-6	Dino-Group-II-Clade-6_X	Dino-Group-II-Clade-6_X_sp.
ASV_11027	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
ASV_11028	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_11029	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I_X	Dino-Group-I_XX	Dino-Group-I_XX_sp.
ASV_11030	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_11031	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	NA
ASV_11032	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	OLIGO5	OLIGO5_X	OLIGO5_XX	OLIGO5_XX_sp.
ASV_11033	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae_A	Leegaardiellidae_A_X	Leegaardiellidae_A_X_sp.
ASV_11034	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	NA	NA	NA
ASV_11035	Eukaryota	Hacrobia	Haptophyta	Haptophyta_Clade_HAP4	Haptophyta_Clade_HAP4_X	Haptophyta_Clade_HAP4_XX	Haptophyta_Clade_HAP4_XXX	Haptophyta_Clade_HAP4_XXX_sp.
ASV_11036	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_11037	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Calocalanus	Calocalanus_sp.
ASV_11038	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	NA	NA
ASV_11039	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spumellarida-Group-I	Astrosphaera	Astrosphaera_hexagonalis
ASV_11040	Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3G	MAST-3G_X	MAST-3G_XX	MAST-3G_XX_sp.
ASV_11041	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Subeucalanus	NA
ASV_11042	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
ASV_11043	Eukaryota	Alveolata	Dinoflagellata	Ellobiophyceae	Thalassomycetales	Thalassomycetaceae	Ellobiopsis	Ellobiopsis_chattonii
ASV_11044	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X	Dino-Group-I-Clade-1_X_sp.
ASV_11045	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	NA	NA	NA
ASV_11046	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_11047	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spongodiscidae-Coccodiscidae	NA	NA
ASV_11048	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_11049	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
ASV_11050	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II_X	Dino-Group-II_XX	Dino-Group-II_XX_sp.
ASV_11051	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_11052	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Euduboscquella	Euduboscquella_crenulata
ASV_11053	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	NA
ASV_11054	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spongodiscidae-Coccodiscidae	NA	NA
ASV_11055	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	NA	NA	NA
ASV_11056	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	NA
ASV_11057	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spongodiscidae-Coccodiscidae	NA	NA
ASV_11058	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II_X	Dino-Group-II_XX	Dino-Group-II_XX_sp.
ASV_11059	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I_X	Dino-Group-I_XX	Dino-Group-I_XX_sp.
ASV_11060	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_11061	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_11062	Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	NA	NA	NA	NA
ASV_11063	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-III	Dino-Group-III_X	Dino-Group-III_XX	Dino-Group-III_XX_sp.
ASV_11064	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_11065	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-22	Dino-Group-II-Clade-22_X	Dino-Group-II-Clade-22_X_sp.
ASV_11066	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_11067	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_11068	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
ASV_11069	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	NA	NA	NA
ASV_11070	Eukaryota	Hacrobia	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picomonas	Picomonas_judraskeda
ASV_11071	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_sp.
ASV_11072	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spumellarida_X	Spumellarida_XX	Spumellarida_XX_sp.
ASV_11073	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_11074	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_11075	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Nassellaria	Acanthodesmoidea	Ceratospyris	Ceratospyris_sp.
ASV_11076	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_11077	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II_X	Dino-Group-II_XX	Dino-Group-II_XX_sp.
ASV_11078	Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	NA	NA
ASV_11079	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_11080	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-III	Dino-Group-III_X	Dino-Group-III_XX	Dino-Group-III_XX_sp.
ASV_11081	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	NA	NA	NA
ASV_11082	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	NA	NA	NA
ASV_11083	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_11084	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	NA	NA	NA
ASV_11085	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X	Dino-Group-I-Clade-1_X_sp.
ASV_11086	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
ASV_11087	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spumellarida-Group-I	Astrosphaera	Astrosphaera_hexagonalis
ASV_11088	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	NA	NA	NA
ASV_11089	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-22	Dino-Group-II-Clade-22_X	Dino-Group-II-Clade-22_X_sp.
ASV_11090	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-2	Dino-Group-I-Clade-2_X	Dino-Group-I-Clade-2_X_sp.
ASV_11091	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
ASV_11092	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
ASV_11093	Eukaryota	Rhizaria	Radiolaria	Acantharea	Acantharea_X	Acantharea_XX	NA	NA
ASV_11094	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_11095	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_11096	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II_X	Dino-Group-II_XX	Dino-Group-II_XX_sp.
ASV_11097	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I_X	Dino-Group-I_XX	Dino-Group-I_XX_sp.
ASV_11098	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_11099	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_11100	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_11101	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA
ASV_11102	Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Lecudinidae	Lecudina	Lecudina_phyllochaetopteri
ASV_11103	Eukaryota	Archaeplastida	Chlorophyta	Palmophyllophyceae	Prasinococcales	Prasinococcales-Clade-B	Prasinococcales-Clade-B_X	Prasinococcales-Clade-B1_X_sp.
ASV_11104	Eukaryota	Rhizaria	Radiolaria	Acantharea	Chaunacanthida	Chaunacanthida_X	Chaunacanthid	Chaunacanthid_sp.
ASV_11105	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-2	Dino-Group-I-Clade-2_X	Dino-Group-I-Clade-2_X_sp.
ASV_11106	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Torodiniales	Torodiniaceae	Torodinium	NA
ASV_11107	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_11108	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA
ASV_11109	Eukaryota	Rhizaria	Radiolaria	Acantharea	NA	NA	NA	NA
ASV_11110	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-2	Dino-Group-I-Clade-2_X	Dino-Group-I-Clade-2_X_sp.
ASV_11111	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I_X	Dino-Group-I_XX	Dino-Group-I_XX_sp.
ASV_11112	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_11113	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_11114	Eukaryota	Alveolata	Dinoflagellata	Dinophyta_X	Dinophyta_XX	Dinophyta_XXX	Dinophyta_XXXX	Dinophyta_XXXX_sp.
ASV_11115	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA
ASV_11116	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
ASV_11117	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_I	Pelagostrobilidium	NA
ASV_11118	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_11119	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	NA	NA	NA
